company,job_title,salary,location,year
SERVICENOW INC,Technical Program Manager,152000,"Santa Clara, CA",2026
ADOBE INC,Data Engineer,130000,"Los Angeles, CA",2024
AIRBNB INC,Financial Analyst,138000,"San Francisco, CA",2024
DOCUSIGN INC,Technical Program Manager,140000,"Chicago, IL",2025
DATADOG INC,Big Data Engineer,124000,"Redmond, WA",2026
ADOBE INC,Business Intelligence Engineer,144000,"San Jose, CA",2026
CAPITAL ONE SERVICES LLC,Machine Learning Engineer,102000,"Portland, OR",2024
LINKEDIN CORPORATION,Frontend Engineer,179000,"Minneapolis, MN",2026
SERVICENOW INC,Database Administrator,172000,"Santa Clara, CA",2025
TATA CONSULTANCY SERVICES,Site Reliability Engineer,87000,"Bridgewater, NJ",2026
DELOITTE CONSULTING LLP,Senior Product Manager,117000,"New York, NY",2026
APPLE INC,Senior DevOps Engineer,202000,"Brooklyn, NY",2024
WALMART GLOBAL TECH,Product Manager,146000,"Bentonville, AR",2024
SERVICENOW INC,Senior Software Engineer,138000,"Columbus, OH",2025
GOLDMAN SACHS & CO LLC,Systems Engineer,182000,"Schaumburg, IL",2025
TESLA INC,DevOps Engineer,112000,"Bridgewater, NJ",2025
PALANTIR TECHNOLOGIES,Senior Product Manager,166000,"Denver, CO",2026
VMWARE LLC,Data Engineer,187000,"Mountain View, CA",2025
MICROSOFT CORPORATION,Technical Lead,149000,"Redmond, WA",2025
GOOGLE LLC,Senior DevOps Engineer,212000,"Mountain View, CA",2024
DROPOBOX INC,Database Administrator,159000,"San Francisco, CA",2026
GOOGLE LLC,Platform Engineer,217000,"Newark, NJ",2025
LINKEDIN CORPORATION,Cloud Engineer,157000,"Sunnyvale, CA",2025
DOCUSIGN INC,Engineering Manager,135000,"Mountain View, CA",2024
SNAP INC,Machine Learning Engineer,179000,"Santa Monica, CA",2026
GOOGLE LLC,Compliance Analyst,211000,"Cupertino, CA",2024
SNAP INC,Analytics Engineer,170000,"Santa Monica, CA",2024
DOCUSIGN INC,Senior Engineering Manager,141000,"San Francisco, CA",2024
PINTEREST INC,SRE,124000,"San Francisco, CA",2025
WORKDAY INC,Data Scientist,151000,"Pleasanton, CA",2025
PINTEREST INC,Compliance Analyst,162000,"San Francisco, CA",2024
ACCENTURE LLP,Operations Research Analyst,85000,"Seattle, WA",2026
INTEL CORPORATION,Staff Software Engineer,144000,"Santa Clara, CA",2024
SQUARE INC,Machine Learning Engineer,165000,"San Francisco, CA",2025
INTEL CORPORATION,Backend Engineer,157000,"Santa Clara, CA",2024
DATADOG INC,Frontend Engineer,177000,"Reston, VA",2025
LINKEDIN CORPORATION,Product Manager,165000,"Sunnyvale, CA",2024
ZOOM VIDEO COMMUNICATIONS,Senior Product Manager,132000,"San Jose, CA",2025
SPLUNK INC,AI Engineer,122000,"New York, NY",2024
SPLUNK INC,Data Scientist,154000,"San Francisco, CA",2026
ZOOM VIDEO COMMUNICATIONS,Data Scientist,114000,"San Jose, CA",2024
ORACLE AMERICA INC,Senior Engineering Manager,152000,"Austin, TX",2024
UBER TECHNOLOGIES INC,Backend Engineer,147000,"San Francisco, CA",2025
CAPITAL ONE SERVICES LLC,Senior DevOps Engineer,159000,"McLean, VA",2026
ADOBE INC,SDET,126000,"San Jose, CA",2024
GOLDMAN SACHS & CO LLC,Research Scientist,117000,"Milwaukee, WI",2024
SERVICENOW INC,Senior DevOps Engineer,172000,"Santa Clara, CA",2026
CAPITAL ONE SERVICES LLC,Machine Learning Engineer,127000,"New York, NY",2024
WORKDAY INC,Solutions Architect,128000,"Tempe, AZ",2025
SERVICENOW INC,Staff Software Engineer,141000,"Santa Clara, CA",2026
AMAZON COM SERVICES LLC,Systems Engineer,187000,"Minneapolis, MN",2024
SPLUNK INC,Network Engineer,163000,"San Francisco, CA",2026
TWITTER INC,QA Engineer,174000,"Tempe, AZ",2024
APPLE INC,Financial Analyst,166000,"Cupertino, CA",2026
SALESFORCE INC,Network Engineer,129000,"San Francisco, CA",2025
DELOITTE CONSULTING LLP,Cloud Engineer,85000,"New York, NY",2025
IBM CORPORATION,Operations Research Analyst,122000,"Palo Alto, CA",2024
SNAP INC,Senior Product Manager,199000,"Sacramento, CA",2026
DOCUSIGN INC,Data Scientist,141000,"San Francisco, CA",2026
MICROSOFT CORPORATION,Backend Engineer,164000,"Redmond, WA",2026
SPLUNK INC,Staff Software Engineer,183000,"Richmond, VA",2024
ACCENTURE LLP,Site Reliability Engineer,138000,"Chicago, IL",2024
INFOSYS LIMITED,QA Engineer,71000,"Orlando, FL",2026
NETFLIX INC,Applied Scientist,307000,"Los Gatos, CA",2026
INFOSYS LIMITED,Technical Program Manager,103000,"Nashville, TN",2024
PINTEREST INC,Senior Product Manager,152000,"Portland, OR",2024
TWITTER INC,Machine Learning Engineer,164000,"San Francisco, CA",2024
META PLATFORMS INC,QA Engineer,174000,"Menlo Park, CA",2026
STRIPE INC,Technical Program Manager,228000,"South San Francisco, CA",2024
PINTEREST INC,Big Data Engineer,163000,"Sacramento, CA",2025
SPLUNK INC,Infrastructure Engineer,168000,"San Francisco, CA",2026
JPMORGAN CHASE & CO,Senior Software Engineer,153000,"New York, NY",2024
UBER TECHNOLOGIES INC,Security Engineer,132000,"Cupertino, CA",2026
SQUARE INC,Platform Engineer,160000,"Austin, TX",2026
SNAP INC,Solutions Architect,150000,"Santa Monica, CA",2024
TESLA INC,Senior Data Engineer,138000,"Los Angeles, CA",2025
META PLATFORMS INC,Applied Scientist,165000,"Menlo Park, CA",2026
SALESFORCE INC,Security Engineer,160000,"Seattle, WA",2025
DOCUSIGN INC,Research Scientist,123000,"San Francisco, CA",2026
DROPOBOX INC,Systems Engineer,170000,"San Francisco, CA",2025
PINTEREST INC,Staff Software Engineer,186000,"Chicago, IL",2026
SQUARE INC,Engineering Manager,142000,"San Francisco, CA",2024
STRIPE INC,Platform Engineer,187000,"South San Francisco, CA",2025
ZOOM VIDEO COMMUNICATIONS,SRE,115000,"San Jose, CA",2026
NVIDIA CORPORATION,Senior Software Engineer,195000,"Santa Clara, CA",2024
CAPITAL ONE SERVICES LLC,Operations Research Analyst,105000,"Nashville, TN",2026
VMWARE LLC,Operations Research Analyst,160000,"Houston, TX",2026
ACCENTURE LLP,Infrastructure Engineer,102000,"Salt Lake City, UT",2024
META PLATFORMS INC,Applied Scientist,152000,"Menlo Park, CA",2024
NETFLIX INC,Platform Engineer,328000,"Los Gatos, CA",2024
AMAZON WEB SERVICES INC,Technical Program Manager,175000,"Seattle, WA",2026
MICROSOFT CORPORATION,Senior Data Scientist,141000,"Nashville, TN",2026
SERVICENOW INC,Backend Engineer,136000,"Santa Clara, CA",2026
GOOGLE LLC,Machine Learning Engineer,187000,"Mountain View, CA",2026
LINKEDIN CORPORATION,Analytics Engineer,149000,"Sunnyvale, CA",2026
PALANTIR TECHNOLOGIES,DevOps Engineer,164000,"Denver, CO",2024
PINTEREST INC,Research Scientist,122000,"San Francisco, CA",2026
ORACLE AMERICA INC,Senior Data Scientist,172000,"Austin, TX",2024
SERVICENOW INC,UX Engineer,157000,"Santa Clara, CA",2025
PINTEREST INC,Engineering Manager,160000,"San Francisco, CA",2025
META PLATFORMS INC,Big Data Engineer,137000,"Minneapolis, MN",2026
DELOITTE CONSULTING LLP,Technical Program Manager,128000,"New York, NY",2026
APPLE INC,Security Engineer,149000,"Milwaukee, WI",2025
ORACLE AMERICA INC,UX Engineer,147000,"Austin, TX",2026
INFOSYS LIMITED,Technical Lead,87000,"Plano, TX",2025
DROPOBOX INC,Engineering Manager,159000,"San Francisco, CA",2025
ACCENTURE LLP,Security Engineer,131000,"Chicago, IL",2025
AMAZON COM SERVICES LLC,Backend Engineer,175000,"Seattle, WA",2026
WALMART GLOBAL TECH,SDET,94000,"Bentonville, AR",2025
JPMORGAN CHASE & CO,Analytics Engineer,134000,"New York, NY",2026
AMAZON WEB SERVICES INC,Site Reliability Engineer,154000,"Seattle, WA",2026
TWITTER INC,Analytics Engineer,177000,"Redmond, WA",2024
ZOOM VIDEO COMMUNICATIONS,Software Engineer,153000,"San Jose, CA",2024
INTEL CORPORATION,Product Manager,149000,"Santa Clara, CA",2025
GOLDMAN SACHS & CO LLC,SDET,123000,"Pittsburgh, PA",2025
COGNIZANT TECHNOLOGY SOLUTIONS,Database Administrator,64000,"Pittsburgh, PA",2024
WORKDAY INC,Senior DevOps Engineer,140000,"Pleasanton, CA",2025
GOOGLE LLC,Big Data Engineer,185000,"Mountain View, CA",2024
DATADOG INC,Big Data Engineer,137000,"New York, NY",2024
DELOITTE CONSULTING LLP,Database Administrator,90000,"New York, NY",2024
ACCENTURE LLP,Security Engineer,112000,"Chicago, IL",2025
SALESFORCE INC,Technical Program Manager,182000,"Ann Arbor, MI",2024
DATADOG INC,Network Engineer,160000,"Baltimore, MD",2025
CAPITAL ONE SERVICES LLC,Security Engineer,143000,"McLean, VA",2024
DROPOBOX INC,Frontend Engineer,160000,"San Francisco, CA",2025
CAPITAL ONE SERVICES LLC,Senior Engineering Manager,151000,"Arlington, VA",2024
CAPITAL ONE SERVICES LLC,Engineering Manager,150000,"Portland, OR",2025
PALANTIR TECHNOLOGIES,Software Engineer,120000,"Plano, TX",2026
DELOITTE CONSULTING LLP,Full Stack Engineer,116000,"Austin, TX",2024
TATA CONSULTANCY SERVICES,Backend Engineer,64000,"Schaumburg, IL",2025
DELOITTE CONSULTING LLP,Database Administrator,85000,"Pittsburgh, PA",2024
VMWARE LLC,Backend Engineer,115000,"Palo Alto, CA",2025
SNAP INC,DevOps Engineer,161000,"Santa Monica, CA",2026
DROPOBOX INC,Operations Research Analyst,157000,"San Francisco, CA",2024
WALMART GLOBAL TECH,Data Engineer,119000,"Columbus, OH",2026
TESLA INC,AI Engineer,115000,"Austin, TX",2024
PALANTIR TECHNOLOGIES,Infrastructure Engineer,123000,"Nashville, TN",2026
PALANTIR TECHNOLOGIES,DevOps Engineer,160000,"Denver, CO",2024
SNAP INC,Cloud Engineer,174000,"Minneapolis, MN",2024
GOLDMAN SACHS & CO LLC,Senior Data Engineer,170000,"Baltimore, MD",2025
TESLA INC,UX Engineer,159000,"Austin, TX",2026
SNAP INC,Systems Engineer,196000,"Detroit, MI",2024
DROPOBOX INC,Senior Product Manager,166000,"San Francisco, CA",2026
SQUARE INC,Financial Analyst,118000,"San Francisco, CA",2025
AIRBNB INC,Business Intelligence Engineer,195000,"San Francisco, CA",2025
VMWARE LLC,Data Scientist,125000,"Palo Alto, CA",2024
CAPITAL ONE SERVICES LLC,QA Engineer,102000,"McLean, VA",2026
GOLDMAN SACHS & CO LLC,Frontend Engineer,182000,"Detroit, MI",2026
INTEL CORPORATION,Database Administrator,136000,"San Diego, CA",2024
ZOOM VIDEO COMMUNICATIONS,Staff Software Engineer,137000,"Bellevue, WA",2026
DOCUSIGN INC,AI Engineer,146000,"Nashville, TN",2025
INFOSYS LIMITED,Security Engineer,66000,"Bellevue, WA",2024
GOLDMAN SACHS & CO LLC,SRE,149000,"New York, NY",2026
META PLATFORMS INC,Software Engineer,176000,"Raleigh, NC",2024
AMAZON COM SERVICES LLC,Compliance Analyst,166000,"New York, NY",2025
TWITTER INC,SRE,158000,"Seattle, WA",2025
SERVICENOW INC,Senior Data Engineer,180000,"Santa Clara, CA",2025
SALESFORCE INC,Solutions Architect,129000,"San Francisco, CA",2026
STRIPE INC,Machine Learning Engineer,208000,"Boston, MA",2026
COGNIZANT TECHNOLOGY SOLUTIONS,DevOps Engineer,92000,"Teaneck, NJ",2024
DELOITTE CONSULTING LLP,Senior DevOps Engineer,124000,"Reston, VA",2026
AMAZON WEB SERVICES INC,Site Reliability Engineer,158000,"Redmond, WA",2025
SALESFORCE INC,Frontend Engineer,142000,"Chicago, IL",2024
GOLDMAN SACHS & CO LLC,SRE,141000,"Atlanta, GA",2026
DOCUSIGN INC,Senior Software Engineer,135000,"Chicago, IL",2025
SQUARE INC,Operations Research Analyst,185000,"Boulder, CO",2024
LINKEDIN CORPORATION,Senior Engineering Manager,210000,"Brooklyn, NY",2025
GOOGLE LLC,Network Engineer,154000,"Mountain View, CA",2026
IBM CORPORATION,Full Stack Engineer,134000,"Armonk, NY",2026
ZOOM VIDEO COMMUNICATIONS,Senior DevOps Engineer,140000,"San Jose, CA",2024
LINKEDIN CORPORATION,Solutions Architect,204000,"Sunnyvale, CA",2025
CAPITAL ONE SERVICES LLC,Research Scientist,137000,"McLean, VA",2026
META PLATFORMS INC,DevOps Engineer,199000,"Menlo Park, CA",2025
META PLATFORMS INC,Network Engineer,155000,"Raleigh, NC",2024
NVIDIA CORPORATION,Senior Product Manager,246000,"Santa Clara, CA",2025
TESLA INC,AI Engineer,132000,"Austin, TX",2025
SNAP INC,Senior Software Engineer,151000,"Atlanta, GA",2026
ORACLE AMERICA INC,UX Engineer,127000,"St. Louis, MO",2024
CAPITAL ONE SERVICES LLC,Staff Software Engineer,147000,"McLean, VA",2024
ACCENTURE LLP,SDET,91000,"Chicago, IL",2026
DATADOG INC,Staff Software Engineer,161000,"Redmond, WA",2026
CAPITAL ONE SERVICES LLC,Financial Analyst,132000,"McLean, VA",2024
PINTEREST INC,SRE,144000,"San Francisco, CA",2026
AMAZON COM SERVICES LLC,Business Intelligence Engineer,179000,"Seattle, WA",2025
TWITTER INC,Infrastructure Engineer,124000,"San Francisco, CA",2026
ZOOM VIDEO COMMUNICATIONS,Operations Research Analyst,164000,"San Jose, CA",2025
SERVICENOW INC,UX Engineer,171000,"Bridgewater, NJ",2026
TWITTER INC,Technical Lead,171000,"San Francisco, CA",2024
GOLDMAN SACHS & CO LLC,Frontend Engineer,124000,"Detroit, MI",2024
UBER TECHNOLOGIES INC,Senior Data Scientist,181000,"Boulder, CO",2026
NETFLIX INC,Infrastructure Engineer,247000,"Los Gatos, CA",2025
CAPITAL ONE SERVICES LLC,Technical Lead,124000,"McLean, VA",2024
INTEL CORPORATION,Technical Program Manager,168000,"Santa Clara, CA",2024
SNAP INC,Technical Lead,153000,"Santa Monica, CA",2026
MICROSOFT CORPORATION,Senior Product Manager,170000,"Redmond, WA",2025
DOCUSIGN INC,Senior DevOps Engineer,145000,"San Francisco, CA",2025
PALANTIR TECHNOLOGIES,Software Engineer,132000,"Denver, CO",2025
AMAZON COM SERVICES LLC,Full Stack Engineer,189000,"Seattle, WA",2026
WALMART GLOBAL TECH,Senior DevOps Engineer,141000,"Bentonville, AR",2026
ACCENTURE LLP,Business Intelligence Engineer,94000,"Chicago, IL",2026
DELOITTE CONSULTING LLP,Senior Engineering Manager,121000,"Chicago, IL",2024
GOLDMAN SACHS & CO LLC,Systems Engineer,182000,"New York, NY",2024
SERVICENOW INC,Technical Program Manager,131000,"Santa Clara, CA",2024
CAPITAL ONE SERVICES LLC,Senior Data Scientist,141000,"Cambridge, MA",2026
CAPITAL ONE SERVICES LLC,Senior Data Engineer,150000,"Philadelphia, PA",2026
ORACLE AMERICA INC,Senior Engineering Manager,143000,"Austin, TX",2025
ORACLE AMERICA INC,Frontend Engineer,174000,"Houston, TX",2024
GOOGLE LLC,Engineering Manager,204000,"Salt Lake City, UT",2025
DROPOBOX INC,Frontend Engineer,188000,"Alpharetta, GA",2026
GOOGLE LLC,SDET,171000,"Mountain View, CA",2026
GOLDMAN SACHS & CO LLC,Senior Engineering Manager,161000,"Newark, NJ",2025
STRIPE INC,Big Data Engineer,162000,"South San Francisco, CA",2024
TWITTER INC,SRE,153000,"Milwaukee, WI",2026
MICROSOFT CORPORATION,Technical Lead,178000,"San Francisco, CA",2026
VMWARE LLC,Security Engineer,138000,"Palo Alto, CA",2024
NVIDIA CORPORATION,Security Engineer,239000,"Santa Clara, CA",2025
DROPOBOX INC,AI Engineer,187000,"San Francisco, CA",2026
PINTEREST INC,Senior Software Engineer,154000,"Portland, OR",2024
SNAP INC,SRE,146000,"Chicago, IL",2026
SERVICENOW INC,Senior Data Engineer,146000,"Santa Clara, CA",2024
LINKEDIN CORPORATION,Data Engineer,207000,"Boston, MA",2026
CAPITAL ONE SERVICES LLC,Senior DevOps Engineer,127000,"McLean, VA",2024
APPLE INC,Staff Software Engineer,179000,"Atlanta, GA",2024
UBER TECHNOLOGIES INC,Financial Analyst,164000,"San Francisco, CA",2026
MICROSOFT CORPORATION,Software Engineer,145000,"Redmond, WA",2024
LINKEDIN CORPORATION,Data Engineer,143000,"Sunnyvale, CA",2025
NVIDIA CORPORATION,Senior Data Engineer,240000,"Santa Clara, CA",2024
COGNIZANT TECHNOLOGY SOLUTIONS,Software Engineer,88000,"Schaumburg, IL",2026
SPLUNK INC,SRE,143000,"Orlando, FL",2024
PINTEREST INC,Engineering Manager,155000,"San Francisco, CA",2026
TATA CONSULTANCY SERVICES,AI Engineer,105000,"Mountain View, CA",2025
APPLE INC,Senior Engineering Manager,159000,"Cupertino, CA",2024
TESLA INC,Business Intelligence Engineer,124000,"Austin, TX",2024
NETFLIX INC,Site Reliability Engineer,304000,"Los Gatos, CA",2024
DROPOBOX INC,Data Scientist,149000,"San Francisco, CA",2025
CAPITAL ONE SERVICES LLC,Staff Software Engineer,150000,"McLean, VA",2025
ORACLE AMERICA INC,Business Intelligence Engineer,138000,"Austin, TX",2024
INTEL CORPORATION,Technical Lead,130000,"Santa Clara, CA",2025
JPMORGAN CHASE & CO,Senior Data Scientist,167000,"New York, NY",2026
VMWARE LLC,Engineering Manager,149000,"Los Angeles, CA",2025
ADOBE INC,Network Engineer,193000,"San Jose, CA",2025
WORKDAY INC,Operations Research Analyst,170000,"Pleasanton, CA",2024
IBM CORPORATION,Systems Engineer,101000,"Reston, VA",2025
DROPOBOX INC,DevOps Engineer,136000,"San Francisco, CA",2026
SERVICENOW INC,Engineering Manager,144000,"Santa Clara, CA",2024
NETFLIX INC,Backend Engineer,230000,"Los Gatos, CA",2026
SNAP INC,Infrastructure Engineer,142000,"Santa Monica, CA",2025
JPMORGAN CHASE & CO,Data Engineer,137000,"Denver, CO",2024
TESLA INC,Full Stack Engineer,105000,"Austin, TX",2024
TESLA INC,Big Data Engineer,148000,"Columbus, OH",2025
GOOGLE LLC,Staff Software Engineer,172000,"Mountain View, CA",2024
INTEL CORPORATION,Systems Engineer,146000,"Houston, TX",2025
DOCUSIGN INC,Senior Engineering Manager,131000,"Chicago, IL",2024
VMWARE LLC,Technical Program Manager,160000,"Arlington, VA",2024
SPLUNK INC,SDET,188000,"San Francisco, CA",2025
STRIPE INC,AI Engineer,141000,"South San Francisco, CA",2024
ZOOM VIDEO COMMUNICATIONS,Backend Engineer,177000,"San Jose, CA",2025
DOCUSIGN INC,Solutions Architect,129000,"San Francisco, CA",2026
DROPOBOX INC,Site Reliability Engineer,143000,"Mountain View, CA",2026
VMWARE LLC,QA Engineer,134000,"San Diego, CA",2025
ORACLE AMERICA INC,Product Manager,134000,"Austin, TX",2024
INTEL CORPORATION,Applied Scientist,167000,"Bellevue, WA",2024
CAPITAL ONE SERVICES LLC,Systems Engineer,113000,"Irvine, CA",2025
TESLA INC,Software Engineer,122000,"Austin, TX",2026
META PLATFORMS INC,Compliance Analyst,162000,"Menlo Park, CA",2025
SQUARE INC,Security Engineer,185000,"San Francisco, CA",2026
SALESFORCE INC,Business Intelligence Engineer,137000,"San Francisco, CA",2025
GOLDMAN SACHS & CO LLC,Security Engineer,171000,"New York, NY",2024
LINKEDIN CORPORATION,Data Scientist,191000,"Austin, TX",2026
ORACLE AMERICA INC,Network Engineer,157000,"Nashville, TN",2025
IBM CORPORATION,Senior DevOps Engineer,157000,"Palo Alto, CA",2024
SQUARE INC,Senior Engineering Manager,179000,"Brooklyn, NY",2025
CAPITAL ONE SERVICES LLC,Frontend Engineer,155000,"McLean, VA",2024
ORACLE AMERICA INC,Frontend Engineer,171000,"Alpharetta, GA",2024
NETFLIX INC,Staff Software Engineer,329000,"Austin, TX",2025
NETFLIX INC,UX Engineer,302000,"Cambridge, MA",2024
NETFLIX INC,Platform Engineer,298000,"Los Gatos, CA",2024
INTEL CORPORATION,AI Engineer,168000,"Santa Clara, CA",2025
META PLATFORMS INC,Research Scientist,144000,"Menlo Park, CA",2025
DROPOBOX INC,Solutions Architect,180000,"Sacramento, CA",2025
SPLUNK INC,Software Engineer,146000,"San Francisco, CA",2026
PALANTIR TECHNOLOGIES,Research Scientist,135000,"Denver, CO",2024
DELOITTE CONSULTING LLP,AI Engineer,115000,"Sunnyvale, CA",2025
PINTEREST INC,Applied Scientist,134000,"San Francisco, CA",2025
JPMORGAN CHASE & CO,Senior Product Manager,132000,"New York, NY",2026
ADOBE INC,Security Engineer,151000,"San Jose, CA",2026
GOOGLE LLC,Technical Program Manager,177000,"Mountain View, CA",2025
IBM CORPORATION,UX Engineer,132000,"Boulder, CO",2025
DOCUSIGN INC,Financial Analyst,121000,"San Francisco, CA",2026
CAPITAL ONE SERVICES LLC,Machine Learning Engineer,126000,"McLean, VA",2025
GOLDMAN SACHS & CO LLC,Network Engineer,119000,"Alpharetta, GA",2025
JPMORGAN CHASE & CO,SDET,109000,"New York, NY",2024
SQUARE INC,DevOps Engineer,138000,"Plano, TX",2024
ORACLE AMERICA INC,Full Stack Engineer,160000,"Austin, TX",2025
INFOSYS LIMITED,Solutions Architect,79000,"Plano, TX",2025
SNAP INC,Compliance Analyst,124000,"Indianapolis, IN",2024
DOCUSIGN INC,Site Reliability Engineer,161000,"Los Angeles, CA",2026
GOOGLE LLC,Backend Engineer,147000,"Jersey City, NJ",2026
STRIPE INC,Network Engineer,206000,"South San Francisco, CA",2025
AIRBNB INC,Senior Engineering Manager,149000,"Philadelphia, PA",2025
SNAP INC,Database Administrator,176000,"Santa Monica, CA",2025
AIRBNB INC,Financial Analyst,152000,"San Francisco, CA",2026
META PLATFORMS INC,Data Engineer,139000,"Menlo Park, CA",2024
ADOBE INC,Data Scientist,177000,"Chicago, IL",2026
